#ABUSS
#FUSAVI
#GAEUGA
#GAEUGR
#GAEUGT
#GALAP
#GALUDO
#GEOTCA
#GGGGG
#GIBBFS
#GIBBZE
#GLIORO
#GLXMA
#GOSHI
#GUIGBI
#HELAN
#HELIVI
#HEMIVA
#HETDGL
#HETDRO
#HETDSC
#HOMXSA
#HORVS
#HORVW
#HORVX
#HYLERA
#Ij1B2
#IPOHE
#IPOLA
#IPOPD
#IPOSS
#KCHSC
#LACSA
#LAPHEG
#LAPHFR
#LEFDU
#LEFFI
#LEMGI
#LENZTR
#LEPSA
#LEPTNO
#LIUUT
#LOCUMI
#LOCUMM
#LOLMU
#LOLPE
#LOLRI
#LOLSS
#LPTNDE
#LUCISE
#LYPES
#MANDSE
#MATCH
#MATIN
#MATSS
#MEDSA
#MEGHVI
#MELGIN
#MELGSP
#METTCI
#METTUL
#MONGNI
#MONIFC
#MUSCDO
#MYCOAR
#MYCOFI
#MYZUPE
#NAAOF
#NEOUFA
#NEPHCI
#NEPHIM
#NEPHSP
#NEUSCR
#NILALU
#NIOSI
#NIOTA
#NMATGO
#OCIBA
#ORIULA
#ORYSA
#ORYSW
#ORYTCU
#OVISAR
#PANDI
#PANMI
#PANML
#PANTE
#PCHNMA
#PENICO
#PENIDI
#PENIPI
#PERIAM
#PEROPA
#PHAECO
#PHAKPA
#PHBPU
#PHSVX
#PHYTCN
#PHYTCP
#PHYTIN
#PIBSA
#PIBST
#PIBSX
#PIERBR
#PLASHA
#PLASVI
#PLEOBJ
#PLUTMA
#POAAN
#POASS
#POATR
#PODOLE
#POLAV
#POLCO
#POLLA
#POROL
#PRATZE
#PRODLI
#PROSPO
#PRTOTE
#PSDCHA
#PSDCHE
#PSDCHR
#PSDCHW
#PSDMFL
#PSDMLA
#PSDMSO
#PSDMTA
#PSDMTM
#PSECCI
#PSEPIN
#PSPECU
#PUCCCA
#PUCCRE
#PUCCRT
#PVY000
#PYRIOR
#PYRNGR
#PYRNTE
#PYTHAP
#PYTHDE
#PYTHGR
#PYTHUL
#RATTNO
#RATTRA
#RATTSP
#RETISP
#RHIGEC
#RHIZSO
#RHIZSP
#RHOPPA
#RHYNSE
#ROOEX
#RUMCR
#SACCCE
#SAGPY
#SCLEBU
#SCLEGL
#SCLEHO
#SCLESC
#SCLOTU
#SCPJU
#SCPMA
#SEBEX
#SENVU
#SEPTGL
#SEPTTR
#SETFA
#SETIT
#SETPU
#SETVI
#SHICGR
#SIDSP
#SINAL
#SINAR
#SLUCA
#SOLNI
#SOLSA
#SORHA
#SORSS
#SORVU
#SPHRFU
#SPHRMA
#SPODLI
#SPQOL
#SSACPO
#STAPAU
#STAPEP
#STEME
#STERSA
#TENBMO
#TETRCI
#TETRUR
#THIEBA
#THRITB
#TILLCA
#TMV000
#TRCDVI
#TRCIN
#TRFRE
#TRIAVA
#TRIBCA
#TRIPNI
#TRZAS
#TRZAW
#TRZAX
#TUBRSA
#TYPLPY
#UNCINE
#UROMAP
#UROMVF
#USTIMA
#USTINH
#USTINT
#VENTIN
#VERHE
#VERPE
#VERTAA
#VERTDA
#VIOAR
#WMV100
#XANOR
#XANPU
#XANSP
#XANSS
#XANST
#XANTMA
#XANTOR
#XANTPH
#XANTVE
#ZEAMA
#ZEAMX
#MOACaseinKinase1
#MOALipidMembrane
#MOAScytaloneDehydratase
#MOASterol14alphaDemethylase
#MOADelta14SterolReductase
#MOASuccinateDehydrogenase
#MOAVoltageGatedSodiumChannel
#MOAVesicularAcetylcholineTransporter
#MOARyanodineReceptor
#MOAOctopamineReceptor(unspecified)
#MOANADH:ubiquinoneReductase(H+Translocating)
#MOAGABAAReceptor
#MOAEcdysoneReceptor
#MOAAcetylcholinesterase
#MOAVeryLongChain3OxoacylCoASynthase
#MOAPhotosystemII
#MOAPhytoeneDesaturase
#MOADihydropteroateSynthase
#MOA4HydroxyphenylpyruvateDioxygenase
#MOAProtoporphyrinogenOxidase
#MOA3Phosphoshikimate1Carboxyvinyltransferase
#MOAAcetohydroxyacidIsomeroreductase
#MOAAlphaTubulin
#MOAOleoylACPThioesterase
#MOAAuxinReceptorFBoxProtein
#MOAMultisite
#MOADelta8Delta7SterolIsomerase
#MOADihydroorotateDehydrogenase
#MOASpectrinLikeProteins
#MOAOxysterolBindingProtein
#MOAPolyketideSynthase
#MOAQuinolCytochromeCReductase(QiSite)
#MOAQuinolCytochromeCReductase(QoSite)
#MOAEnoyl[acylCarrierProtein]Reductase(NADH)
"#MOAActin,MyosinOrFimbrin"
#MOA4HydroxyTetrahydrodipicolinateSynthase
#MOA80SRibosome
#MOACoronatineInsensitive1Protein
#MOACystathionineBetaLyase
#MOAAminocyclopropaneCarboxylase
#MOACeramideSynthase
#MOAGlutaminePhosphoribosylAmidotransferase
#MOADNAGyrase
#MOAGlutamateSynthase
#MOAAbscisicAcid(ABA)8'HydroxylaseCYP707A3
#MOAActin
#MOAAnthranilateSynthase
#MOAArfSec7ProteinComplex
#MOACalcitriolReceptor
#MOACRE1HistidineKinase
#MOADiphthamidatedEEF2RibosomeComplex
#MOAEthyleneReceptor
#MOAF1F0ATPSynthase
#MOAFKBP12
#MOAGibberellinReceptor
#MOAGlutamateGatedChlorideChannel
#MOAGlutamateReceptor(excitatory)
#MOAHighAffinityCholineTransporter
#MOAMetJHIIIReceptor
#MOAMuscarinicAcetylcholineReceptor
#MOAPhotosystemI
#MOAProteinFarnesylTransferase
#MOAProteinKinaseA
#MOAProteinKinaseC
#MOARibosomeLargeSubunit(eukaryotic)
#MOARibosomeLargeSubunit(prokaryoticAndEukaryotic)
#MOARibosomeLargeSubunit(prokaryotic)
#MOARibosomeSmallSubunit(prokaryotic)
#MOAVTypeH+ATPase
"#MOA9,9'DicisZetaCaroteneDesaturase"
#MOATetrahydroxynaphthaleneReductase
#MOA1DeoxyDXylulose5PhosphateReductoisomerase
#MOA3betaHydroxysteroid3Dehydrogenase
#MOAHydroxymethylglutarylCoAReductase(NADPH)
#MOAVitaminKEpoxideReductase(warfarinSensitive)
#MOAGibberellin3betaDioxygenase
#MOASqualeneMonooxygenase
#MOASteroid11betaMonooxygenase
#MOAPyruvateDehydrogenase(acetylTransferring)
"#MOADihydroorotateDehydrogenase(quinone),Mitochondrial"
#MOAMonoamineOxidase
#MOADihydrofolateReductase
#MOAPhosphatidylethanolamineNMethyltransferase
#MOAThymidylateSynthase
#MOAAcetolactateSynthase
#MOA1DeoxyDXylulose5PhosphateSynthase
#MOASphingosineNAcyltransferase
#MOAHomoserineOAcetyltransferase
#MOASerinePalmitoyltransferase
#MOAFattyAcidSynthase
#MOAInositolPhosphorylceramideSynthase
#MOAChitinSynthase
"#MOABeta1,3GlucanSynthetase"
"#MOA(2E,6E)FarnesylDiphosphateSynthase"
#MOAHomogentisateSolanesyltransferase
#MOASqualeneSynthase
#MOA4Aminobutyrate2OxoglutarateTransaminase
#MOAAminodeoxychorismateSynthase
#MOACyclinDependentKinase2
#MOADNADirectedRNAPolymerase
#MOAUDPNAcetylglucosamineDolichylPhosphateNAcetylglucosaminephosphotransferase
"#MOA3',5'CyclicAMPPhosphodiesterase"
#MOAAdenosineDeaminase
#MOAAMPDeaminase
#MOAH+TransportingATPase
#MOASarco/endoplasmicReticulumCa2+ATPase
#MOANa+/K+ExchangingATPase
#MOAOrnithineDecarboxylase
#MOAIsocitrateLyase
#MOAImidazoleglycerolPhosphateDehydratase
#MOAPorphobilinogenSynthase
#MOA3IsopropylmalateDehydratase
#MOAEntKaureneMonooxygenase
#MOAAdenylateCyclase
"#MOAGlutamate1Semialdehyde2,1Aminomutase(glutamate1SemialdehydeAminotransferase)"
#MOAEntCopalylDiphosphateSynthase
#MOALycopeneCyclase
#MOADNATopoisomerase(ATPHydrolysing)
#MOAThreonineTRNALigase
#MOAGlutamineSynthetase
#MOAAdenylosuccinateSynthase
#MOAAcetylCoACarboxylase
#MOARNAHelicaseEIF4AI/II
#MOADimethylallyltranstransferase
#MOACytochromeOxidase
#MOAInosine5MonophosphateDehydrogenase1
#MOARibonucleosideDiphosphateReductase
#MOASuccinateSemialdehydeDehydrogenase
#MOATyrosine3Monooxygenase
#MOAXanthineDehydrogenase
#MOAMethionineAminopeptidase2
#MOALysineTRNALigase
#MOATRPVChannel
#MOATUB1/2
#MOANicotinicAcetylcholineReceptor(unspecified)
#MOAEPSPS
#MOALTypeCalciumChannel
#MOACelluloseSynthaseCesA3
#MOAOrnithineTranscarbamoylase
#MOAPeptideDeformylase
"#MOA3,4Dihydroxy2Butanone4PhosphateSynthase"
#MOASerineHydroxymethyltransferase
#MOASolanesylPyrophosphateSynthase
#MOAPlasmalemmaH+ATPase
#MOAGMPSynthase
#MOATryptophanSynthase
#MOATryptophanTRNASynthetase
#MOASerotoninReceptor(unspecified)
#MOATransketolase
#MOAIsoleucylTRNASynthetase
#MOAProteinSerine/threoninePhosphatase
#MOATrehalase
#MOAMonogalactosyldiacylglycerolSynthase
#MOAPhytoeneSynthase
#MOANicotinicAcetylcholineReceptorAlpha6Containing
#MOANotCaseinKinase1
#MOANotLipidMembrane
#MOANotScytaloneDehydratase
#MOANotSterol14alphaDemethylase
#MOANotDelta14SterolReductase
#MOANotSuccinateDehydrogenase
#MOANotVoltageGatedSodiumChannel
#MOANotVesicularAcetylcholineTransporter
#MOANotRyanodineReceptor
#MOANotOctopamineReceptor(unspecified)
#MOANotNADH:ubiquinoneReductase(H+Translocating)
#MOANotGABAAReceptor
#MOANotEcdysoneReceptor
#MOANotAcetylcholinesterase
#MOANotVeryLongChain3OxoacylCoASynthase
#MOANotPhotosystemII
#MOANotPhytoeneDesaturase
#MOANotDihydropteroateSynthase
#MOANot4HydroxyphenylpyruvateDioxygenase
#MOANotProtoporphyrinogenOxidase
#MOANot3Phosphoshikimate1Carboxyvinyltransferase
#MOANotAcetohydroxyacidIsomeroreductase
#MOANotAlphaTubulin
#MOANotOleoylACPThioesterase
#MOANotAuxinReceptorFBoxProtein
#MOANotMultisite
#MOANotDelta8Delta7SterolIsomerase
#MOANotDihydroorotateDehydrogenase
#MOANotSpectrinLikeProteins
#MOANotOxysterolBindingProtein
#MOANotPolyketideSynthase
#MOANotQuinolCytochromeCReductase(QiSite)
#MOANotQuinolCytochromeCReductase(QoSite)
#MOANotEnoyl[acylCarrierProtein]Reductase(NADH)
"#MOANotActin,MyosinOrFimbrin"
#MOANot4HydroxyTetrahydrodipicolinateSynthase
#MOANot80SRibosome
#MOANotCoronatineInsensitive1Protein
#MOANotCystathionineBetaLyase
#MOANotAminocyclopropaneCarboxylase
#MOANotCeramideSynthase
#MOANotGlutaminePhosphoribosylAmidotransferase
#MOANotDNAGyrase
#MOANotGlutamateSynthase
#MOANotAbscisicAcid(ABA)8'HydroxylaseCYP707A3
#MOANotActin
#MOANotAnthranilateSynthase
#MOANotArfSec7ProteinComplex
#MOANotCalcitriolReceptor
#MOANotCRE1HistidineKinase
#MOANotDiphthamidatedEEF2RibosomeComplex
#MOANotEthyleneReceptor
#MOANotF1F0ATPSynthase
#MOANotFKBP12
#MOANotGibberellinReceptor
#MOANotGlutamateGatedChlorideChannel
#MOANotGlutamateReceptor(excitatory)
#MOANotHighAffinityCholineTransporter
#MOANotMetJHIIIReceptor
#MOANotMuscarinicAcetylcholineReceptor
#MOANotPhotosystemI
#MOANotProteinFarnesylTransferase
#MOANotProteinKinaseA
#MOANotProteinKinaseC
#MOANotRibosomeLargeSubunit(eukaryotic)
#MOANotRibosomeLargeSubunit(prokaryoticAndEukaryotic)
#MOANotRibosomeLargeSubunit(prokaryotic)
#MOANotRibosomeSmallSubunit(prokaryotic)
#MOANotVTypeH+ATPase
"#MOANot9,9'DicisZetaCaroteneDesaturase"
#MOANotTetrahydroxynaphthaleneReductase
#MOANot1DeoxyDXylulose5PhosphateReductoisomerase
#MOANot3betaHydroxysteroid3Dehydrogenase
#MOANotHydroxymethylglutarylCoAReductase(NADPH)
#MOANotVitaminKEpoxideReductase(warfarinSensitive)
#MOANotGibberellin3betaDioxygenase
#MOANotSqualeneMonooxygenase
#MOANotSteroid11betaMonooxygenase
#MOANotPyruvateDehydrogenase(acetylTransferring)
"#MOANotDihydroorotateDehydrogenase(quinone),Mitochondrial"
#MOANotMonoamineOxidase
#MOANotDihydrofolateReductase
#MOANotPhosphatidylethanolamineNMethyltransferase
#MOANotThymidylateSynthase
#MOANotAcetolactateSynthase
#MOANot1DeoxyDXylulose5PhosphateSynthase
#MOANotSphingosineNAcyltransferase
#MOANotHomoserineOAcetyltransferase
#MOANotSerinePalmitoyltransferase
#MOANotFattyAcidSynthase
#MOANotInositolPhosphorylceramideSynthase
#MOANotChitinSynthase
"#MOANotBeta1,3GlucanSynthetase"
"#MOANot(2E,6E)FarnesylDiphosphateSynthase"
#MOANotHomogentisateSolanesyltransferase
#MOANotSqualeneSynthase
#MOANot4Aminobutyrate2OxoglutarateTransaminase
#MOANotAminodeoxychorismateSynthase
#MOANotCyclinDependentKinase2
#MOANotDNADirectedRNAPolymerase
#MOANotUDPNAcetylglucosamineDolichylPhosphateNAcetylglucosaminephosphotransferase
"#MOANot3',5'CyclicAMPPhosphodiesterase"
#MOANotAdenosineDeaminase
#MOANotAMPDeaminase
#MOANotH+TransportingATPase
#MOANotSarco/endoplasmicReticulumCa2+ATPase
#MOANotNa+/K+ExchangingATPase
#MOANotOrnithineDecarboxylase
#MOANotIsocitrateLyase
#MOANotImidazoleglycerolPhosphateDehydratase
#MOANotPorphobilinogenSynthase
#MOANot3IsopropylmalateDehydratase
#MOANotEntKaureneMonooxygenase
#MOANotAdenylateCyclase
"#MOANotGlutamate1Semialdehyde2,1Aminomutase(glutamate1SemialdehydeAminotransferase)"
#MOANotEntCopalylDiphosphateSynthase
#MOANotLycopeneCyclase
#MOANotDNATopoisomerase(ATPHydrolysing)
#MOANotThreonineTRNALigase
#MOANotGlutamineSynthetase
#MOANotAdenylosuccinateSynthase
#MOANotAcetylCoACarboxylase
#MOANotRNAHelicaseEIF4AI/II
#MOANotDimethylallyltranstransferase
#MOANotCytochromeOxidase
#MOANotInosine5MonophosphateDehydrogenase1
#MOANotRibonucleosideDiphosphateReductase
#MOANotSuccinateSemialdehydeDehydrogenase
#MOANotTyrosine3Monooxygenase
#MOANotXanthineDehydrogenase
#MOANotMethionineAminopeptidase2
#MOANotLysineTRNALigase
#MOANotTRPVChannel
#MOANotTUB1/2
#MOANotNicotinicAcetylcholineReceptor(unspecified)
#MOANotEPSPS
#MOANotLTypeCalciumChannel
#MOANotCelluloseSynthaseCesA3
#MOANotOrnithineTranscarbamoylase
#MOANotPeptideDeformylase
"#MOANot3,4Dihydroxy2Butanone4PhosphateSynthase"
#MOANotSerineHydroxymethyltransferase
#MOANotSolanesylPyrophosphateSynthase
#MOANotPlasmalemmaH+ATPase
#MOANotGMPSynthase
#MOANotTryptophanSynthase
#MOANotTryptophanTRNASynthetase
#MOANotSerotoninReceptor(unspecified)
#MOANotTransketolase
#MOANotIsoleucylTRNASynthetase
#MOANotProteinSerine/threoninePhosphatase
#MOANotTrehalase
#MOANotMonogalactosyldiacylglycerolSynthase
#MOANotPhytoeneSynthase
#MOANotNicotinicAcetylcholineReceptorAlpha6Containing
#2(1Naphthyl)acetamide
"#2,4D"
"#2,4DB"
"#2,4DDimethylammonium"
"#2,4DSodium"
"#3,4DiphenylIsoxazole"
#Abamectin
#Acephate
#Acequinocyl
#Acetamiprid
#Acetochlor
#AcibenzolarSMethyl
#Acifluorfen
#AcifluorfenSodium
#Aclonifen
#Alachlor
#Alanycarb
#AlloxydimSodium
#Ametryn
#Amicarbazone
#Amidosulfuron
#Aminopyralid
#AmiprofosMethyl
#Amitraz
#Amitrole
#Anilazine
#Anilofos
#Asulam
#Atrazine
#Azafenidin
#Azamethiphos
#Azimsulfuron
#Azoxystrobin
#Beflubutamid
#Benazolin
#Bendiocarb
#Benfluralin
#Benfuresate
#Benodanil
#Benomyl
#Benoxacor
#BensulfuronMethyl
#Bensulide
#Bentazone
#BentazoneSodium
#Benthiavalicarb
#Benzobicyclon
#Benzofenap
#Benzovindiflupyr
#Benzthiazuron
#Bicyclopyrone
#Bifenox
#Bifenthrin
#Bilanafos
#BispyribacSodium
#Bitertanol
#Bixafen
#BlasticidinS
#Boscalid
#Brodifacoum
#Bromobutide
#Bromofenoxim
#Bromoxynil
#Bupirimate
#Buprofezin
#Butachlor
#Butafenacil
#Butamifos
#Buthidazole
#Buthiobate
#Butralin
#Butroxydim
#Butylate
#Cafenstrole
#Captafol
#Captan
#Captan+Pyrifenox
#Carbendazim
#Carbofuran
#Carbosulfan
#Carboxin
#CarfentrazoneEthyl
#CartapHydrochloride
#Chlomethoxyfen/chlormethoxynil
#Chloramben
#Chloraniformethan
#Chlorantraniliprole
#Chlorbromuron
#Chlordimeform
#Chlorfenapyr
#Chlorfluazuron
#Chlorflurenol
#Chloridazon
#ChlorimuronEthyl
#ChlormequatChloride
#Chlornitrofen
#Chlorothalonil
#Chlorotoluron
#Chloroxuron
#Chlorpropham
#Chlorpyrifos
#Chlorsulfuron
#ChlortalDimethyl
#Chlozolinate
#CinidonEthyl
#Cinosulfuron
#Clethodim
#ClodinafopPropargyl
#Clofentezine
#Clomazone
#Clomeprop
#Clopyralid
#CloransulamMethyl
#Clothianidin
#CopperOxychloride
#Coumachlor
#Credazine
#Cumyluron
#Cyanazine
#Cyantraniliprole
#Cyazofamid
#Cycloate
#Cycloheximide
#Cyclosulfamuron
#Cycloxydim
#CyhalofopButyl
#Cyhexatin
#Cymoxanil
#Cypermethrin
#Cyproconazole
#Cyprodinil
#Cyromazine
#Dalapon
#Dazomet
#DCBN
#DCPA
#DDT
#Deltamethrin
#Desmedipham
#Desmetryn
#Diafenthiuron
#Dicamba
#DicambaDimethylammonium
#DicambaDiolamine
#DicambaSodium
#Dichlobenil
#Dichlofluanid
#Dichlone
#Dichlormate
#Dichlorprop
#Diclobutrazol
#DiclofopMethyl
#Diclomezine
#Diclosulam
#Diethofencarb
#Difenoconazole
#DifenzoquatMetilsulfate
#Diflubenzuron
#Diflufenican
#DiflufenzopyrSodium
#Dimefuron
#Dimepiperate
#Dimethachlor
#Dimethenamid
#Dimethirimol
#Dimethoate
#Dimethomorph
#Dimexyflam
#Dinitramine
#Dinoseb
#Dinotefuran
#Dinoterb
#Diofenolan
#Diphenamid
#DiquatDibromide
#Dithianon
#Dithiopyr
#Diuron
#DNOC
#Dodine
#DSMA
#Edifenphos
#EmamectinBenzoate
#Endosulfan
#Endothal
#Endrin
#Epoxiconazole
#Epronaz
#EPTC
#Esprocarb
#Ethalfluralin
#EthametsulfuronMethyl
#Ethidimuron
#Ethirimol
#Ethofumesate
#EthoxyfenEthyl
#Ethoxysulfuron
#Etobenzanid
#Etridiazole
#Famoxadone
#Fenamidone
#Fenaminosulf
#Fenamiphos
#Fenarimol
#Fenazaquin
#Fenclorim
#Fenhexamid
#Fenobucarb
#FenoxapropEthyl
#FenoxapropPEthyl
#Fenoxycarb
#Fenpiclonil
#Fenpropidin
#Fenpropimorph
#Fenpyroximate
#FentinHydroxide
#Fentrazamide
#Fentrifanil
#Fenuron
#Fipronil
#Flamprop
#FlampropMethyl
#Flazasulfuron
#Flonicamid
#Florasulam
#Fluacrypyrim
#Fluazifop
#FluazifopButyl
#FluazifopP
#FluazifopPButyl
#Fluazinam
#Fluazolate
#Flubendiamide
#Flucarbazone
#Flucetosulfuron
#Flucycloxuron
#Fludioxonil
#Flufenacet
#Flufenoxuron
#FlufenpyrEthyl
#Flumetsulam
#FlumicloracPentyl
#Flumioxazine
#Fluometuron
#Fluopicolide
#Fluopyram
#FluoroglycofenEthyl
#Fluoxastrobin
#Flupoxam
#Flupropanate
#FlupyrsulfuronMethylSodium
#Fluquinconazole
#Fluridone
#Flurochloridone
#Fluroxypyr
#FluroxypyrMeptyl
#Flusilazole
#FluthiacetMethyl
#Flutolanil
#Flutriafol
#Fluvalinate
#Fluxapyroxad
#Folpet
#Fomesafen
#Fonofos
#Foramsulfuron
#Fosetyl
#FosetylAl
#Fosthiazate
#Fuberidazole
#Furalaxyl
#Furathiocarb
#Furyloxyfen
#Glufosinate
#GlufosinateAmmonium
#Glycine
#Glyphosate
#GlyphosateIsopropylammonium
#GlyphosatePotassium
#GlyphosateTrimesium
#Guazatine
#Halofenozide
#Halosafen
#HalosulfuronMethyl
#Haloxydine
#Haloxyfop
#HaloxyfopMethyl(R)Isomer
#Hexaconazole
#Hexazinone
#Hexythiazox
#Hymexazol
#Imazalil
#Imazamethabenz
#Imazamox
#Imazapic
#Imazapyr
#ImazapyrIsopropylammonium
#Imazaquin
#Imazethapyr
#Imazosulfuron
#Imidacloprid
#IminoctadinTriacetate
#Indanofan
#Indaziflam
#IodosulfuronMethylSodium
#Iofensulfuron
#IofensulfuronSodium
#Ioxynil
#Ipconazole
#Ipfencarbazone
#Iprobenfos
#Iprodione
#Iprovalicarb
#Irgasan
#Isazofos
#Isoproturon
#Isopyrazam
#Isouron
#Isoxaben
#Isoxachlortole
#Isoxaflutole
#Ivermectin
#KaretazanPotassium
#Lactofen
#LambdaCyhalothrin
#Lenacil
#Linuron
#Lufenuron
#Malathion
#Mancozeb
#Mandipropamid
#Maneb
#MCPA
#MCPB
#Mecoprop
#Mefenacet
#Mefluidide
#Mepronil
#Meptyldinocap
#MesosulfuronMethyl
#Mesotrione
#Metaflumizone
#Metalaxyl
#MetalaxylM
#Metamitron
#Metazachlor
#Metconazole
#Methabenzthiazuron
#Methidathion
#Methoxyfenozide
#Metobromuron
#Metolachlor
#Metosulam
#Metoxuron
#Metribuzin
#MetsulfuronMethyl
#Molinate
#Monocrotophos
#Monolinuron
#MSMA
#Myclobutanil
#Napropamide
#Naptalam
#Neburon
#Nicosulfuron
#Nicotine
#Nitrofen
#Norflurazon
#OleicAcid
#Orbencarb
#Oxadiargyl
#Oxadiazon
#Oxadixyl
#Oxasulfuron
#Oxathiapiprolin
#Oxaziclomefone
#Oxycarboxin
#Oxyfluorfen
#Paclobutrazol
#Paraquat(ion)
#ParaquatDichloride
#Pebulate
#Penconazole
#Pencycuron
#Pendimethalin
#Penoxsulam
#Pentanochlor
#Penthiopyrad
#Pentoxazone
#Perfluidone
#Phenmedipham
#Phosalone
#Phthalide
#Picloram
#Picolinafen
#Picoxystrobin
#Pinoxaden
#Piperophos
#Pirimicarb
#PirimiphosMethyl
#PolyoxinB
#Pretilachlor
#PrimisulfuronMethyl
#Probenazole
#Prochloraz
#Procymidone
#Profenofos
#Profoxydim(proposed)
#Prometon
#Prometryn
#Propachlor
#Propamocarb
#Propanil
#Propargite
#Propazine
#Propham
#Propiconazole
#Propisochlor
#Propoxur
#Propoxycarbazone
#Propyrisulfuron
#Propyzamide
#Prosulfocarb
#Prosulfuron
#ProthiocarbMonohydrochlorid
#Prothioconazole
#Pydiflumetofen
#Pymetrozine
#Pyracarbolid
#Pyraclonil
#Pyraclostrobin
#PyraflufenEthyl
#Pyrasulfotole
#Pyrazolynate
#Pyrazophos
#PyrazosulfuronEthyl
#Pyrazoxyfen
#Pyribenzoxim
#Pyributicarb
#Pyridaben
#Pyridafol
#Pyridate
#Pyriftalid
#Pyrimethanil
#Pyrimisulfan
#Pyriproxyfen
#Pyrithiobac
#Pyroquilon
#Pyroxasulfone
#Pyroxsulam
#Pyroxychlor
#Pyroxyfur
#Quinalphos
#Quinclorac
#Quinmerac
#Quinofumelin
#Quinoxyfen
#QuizalofopEthyl
#QuizalofopPTefuryl
#Rimsulfuron
#Rotenone
#Saflufenacil
#Sedaxane
#Sethoxydim
#Siduron
#Silthiofam
#Simazine
#Simetryn
#SMetolachlor
#Spinosad
#Spirotetramat
#StreptomycinSulphate
#Sulcotrione
#Sulfentrazone
#Sulfometuron
#Sulfosulfuron
#Sulfoxaflor
#TCA
#Tebuconazole
#Tebufenozide
#Tebufenpyrad
#Tebutam
#Tebuthiuron
#Teflubenzuron
#Tefluthrin
#Tefuryltrione
#Tembotrione
#Terbacil
#Terbinafine
#Terbumeton
#Terbuthylazine
#Terbutryn
#Tetradifon
#Tetraniliprole
#Thenylchlor
#Thiabendazole
#Thiamethoxam
#Thiazopyr
#Thicyofen
#Thidiazimin
#ThiencarbazoneMethyl
#ThifensulfuronMethyl
#Thiobencarb
#Thiocyclam
#Thiometon
#ThiophanateEthyl
#ThiophanateMethyl
#Thiram
#Tiacarbazil
#TolclofosMethyl
#Tolfenpyrad
#Topramezone
#Tralkoxydim
#Tralopyril
#Triadimefon
#Triadimenol
#Triadimenol+Fuberidazol
#TriAllate
#Triasulfuron
#Triazamate
#TribenuronMethyl
#Triclopyr
#Tricyclazole
#Trietazine
#Trifloxystrobin
#Trifloxysulfuron
#Trifluralin
#Triflusulfuron
#Trimethoprim
#TrinexapacEthyl
#Triticonazole
#Tritosulfuron
#Urea
#Uribest
#Vernolate
#Vinclozolin
#Warfarin
#ZA4070
#Zarilamid
#Zoxamide
